Order No,Cust ID,Order Date,Order Status,Order Amount,Feedback
4.26E+18,X2Z24085,21-03-2010 23:50,Other,,I WAS APPROVED FOR MY CAR LOAN IN MINUTES. EXCELLENT SERVICE.
4.26E+18,HIOB1588,21-03-2011 01:09,Other,,Best biryani in Gurugram is at Sector 29 market.
4.26E+18,QNZS6363,21-03-2011 04:07,Other,,I was approved for my Credit Card in minutes. Excellent service.
4.26E+18,H1318993,21-03-2011 04:13,Other,,Requesting more information about the Car Loan benefits.
4.26E+18,6LU59590,21-03-2011 08:30,Other,,JUST CONFIRMING THAT MY DOCUMENTS FOR THE PERSONAL LOAN WERE RECEIVED.
4.26E+18,6LU59590,21-03-2011 08:33,Other,,The OTP to complete my transaction olthe Chatbot never arrived.
4.26E+18,F2AQ7387,21-03-2011 08:49,Won,4249,I am writing to express my interest in the marketing manager position advertised on your careers page.
4.26E+18,F2AQ7387,21-03-2011 08:51,Won,2607,My application for a Savings Account was rejeczd without any explanation. What a waste of time.
4.26E+18,JQ8K5099,21-03-2011 09:35,Other,,The new features in the mobile app for my Insurance are brilliant.
4.26E+18,RMFF6477,21-03-2011 09:40,Other,,My applmation for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,JQ8K5099,21-03-2011 10:05,Other,,The process on the Chatbot was ingedibly smooth and fast!
4.26E+18,1SP79739,21-03-2011 10:36,Other,,Customer service on your Phone Call was useless. They couldn't answer any of my questions.
4.26E+18,5VRS9643,21-03-2011 10:37,Won,3859,customer service on your phone call was useless. they couldn't answer any of my questions.
4.26E+18,XJQU7253,21-03-2011 10:58,Won,887,The OTP to complete my transaction on the Mobile App never arrived.
4.26E+18,LYO18190,21-03-2011 11:01,Won,11210,Seamless experience from start to finish. 10/10.
4.26E+18,ZRFN2134,21-03-2011 11:02,Other,,"I was promised a call back from your Website support team, but nobody ever called."
4.26E+18,ZRFN2134,21-03-2011 11:05,Other,,There are stmany hidden fees! The Personal Loan costs way more than advertised.
4.26E+18,FVBU1904,21-03-2011 11:07,Won,754,Trying to understand the terms and conditions for the Car Loan.
4.26E+18,RHKQ7085,21-03-2011 11:18,Other,,Received a quote for my Insurance.
4.26E+18,1S5Q7192,21-03-2011 11:27,Other,,The In-Person Branch kept crashing when I tried to apply for a Car Loan.
4.26E+18,II7E7235,21-03-2011 11:27,Other,,My application for a Car Loan was rejected without any explanation. What a waste of time.
4.26E+18,P8VJ3359,21-03-2011 11:42,Other,,TRYING TO UNDERSTAND THE TERMS AND CONDITIONS FOR THE SAVINGS ACCOUNT.
4.26E+18,A3XZ2222,21-03-2011 11:42,Won,946,Seamless experience from start to finish. 10/10.
4.26E+18,A3XZ2222,21-03-2011 11:44,Won,42604,I appreciate the proactive communication throughout the Credit Card application process.
4.26E+18,A3XZ2222,21-03-2011 11:46,Won,887,Why does it take over two weeks to get a simple Car Loan approved?
4.26E+18,LMIP2616,21-03-2011 11:46,Other,,I need to update my contact information for my Credit Card.
4.26E+18,A3XZ2222,21-03-2011 11:47,Won,887,Your website color scheme is boring. You should use more orange.
4.26E+18,VS0B7993,21-03-2011 12:12,Other,,Trying to understand the terms and conditions for the Personal Loan.
4.26E+18,3UTH3524,21-03-2011 12:16,Other,,The interest rate on my Insurance is fantastic. Better than I expected.
4.26E+18,DUWX5191,21-03-2011 12:41,Other,,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,P28J1155,21-03-2011 12:49,Won,887,My application for a Insurance was rejected without any explanation. What a waste of time.
4.26E+18,KMMW6019,21-03-2011 12:49,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Car Loan.
4.26E+18,94PM9614,21-03-2011 12:55,Other,,The Mobile App vpt crashing when I tried to apply for a Car Loan.
4.26E+18,DVU07776,21-03-2011 13:05,Other,,subscribe to my youtube channel for daily vlogs!
4.26E+18,6LTC7971,21-03-2011 13:13,Won,887,The KYC verification process for the Car Loan is a nightmare. It failed multiple times.
4.26E+18,PK6S2676,21-03-2011 13:20,Other,,My appxcation for a Savings Account was rejected without any explanation. What a waste of time.
4.26E+18,8C1R0764,21-03-2011 13:26,Other,,WHAT ARE THE INTERNATIONAL USAGE CHARGES FOR MY SAVINGS ACCOUNT?
4.26E+18,FVBU1904,21-03-2011 13:33,Other,,LEARN HOW TO TRIPLE YOUR INCOME WITH MY NEW BOOK!
4.26E+18,FUBD9393,21-03-2011 13:50,Other,,The staff I spoke to via Mobile App were so helpful and patient.
4.26E+18,5D8G0583,21-03-2011 13:51,Won,1461,THE OTP TO COMPLETE MY TRANSACTION ON THE CHATBOT NEVER ARRIVED.
4.26E+18,YULB6042,21-03-2011 13:52,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,7NAU7395,21-03-2011 13:54,Other,,I was on hold for 45 minutes when I called your Phone Call. Terrible support.
4.26E+18,YULB6042,21-03-2011 13:59,Won,887,The KYC verification process for the Car Loan is a nightmare. It failed multiple times.
4.26E+18,HIOB1588,21-03-2011 14:00,Other,,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,QA8F1462,21-03-2011 14:02,Other,,Your so-called '24/7' Mobile App support is clearly not available at night.
4.26E+18,QA8F1462,21-03-2011 14:03,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my quetions.
4.26E+18,QVYN7175,21-03-2011 14:06,Other,,Learn how to triple your income with my new book!
4.26E+18,TE879278,21-03-2011 14:16,Won,887,My application for a Insurance was rejected without any explanation. What a waste of time.
4.26E+18,1AXP1950,21-03-2011 14:20,Other,,The Website is very user-friendly and easy to navigate. A great experience.
4.26E+18,XJJA7791,21-03-2011 14:22,Other,,I appreciate the proactive communication throughout the Personal Loan application process.
4.26E+18,AUJU7549,21-03-2011 14:43,Won,24027,your mobile app chatbot actually solved my problem without needing a human!
4.26E+18,7T8S3318,21-03-2011 14:46,Other,,The weather today is very pleasant.
4.26E+18,TYTY4940,21-03-2011 14:48,Other,,My new Car Loan is now active.
4.26E+18,7MWO7808,21-03-2011 14:53,Other,,I was approved for my Personal Loan in minutes. Excellent service.
4.26E+18,7MWO7808,21-03-2011 14:54,Won,2728,The new features in the mobile app for my Insurance are brilliant.
4.26E+18,2SZV0153,21-03-2011 14:54,Other,,The KYC verification process for the Insurance is a nightmare. It failed multiple times.
4.26E+18,UPTD5917,21-03-2011 14:55,Other,,The information on the Website is misleading and outdated.
4.26E+18,FK657200,21-03-2011 14:56,Other,,"I was promised a call back from your Mobile App support team, but nobody ever called."
4.26E+18,2SZV0153,21-03-2011 14:58,Other,,Everything was clear and transparent from the start. Very happy with the lsurance.
4.26E+18,WJQ77508,21-03-2011 15:37,Other,,Received a quote for my Savings Account.
4.26E+18,CJ7A5378,21-03-2011 15:38,Other,,My new Insurance is now active.
4.26E+18,SV868363,21-03-2011 15:43,Other,,The Website kept crashing when I tried to apply for a Insurance.
4.26E+18,HIOB1588,21-03-2011 15:44,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,HIOB1588,21-03-2011 15:45,Other,,the otp to complete my transaction on the website never arrived.
4.26E+18,HIOB1588,21-03-2011 16:01,Other,,THE FINE PRINT IN THE INSURANCE AGREEMENT IS PREDATORY AND CONFUSING.
4.26E+18,5Q9Y0704,21-03-2011 16:03,Other,,Inquiry about the status of my Savings Account application.
4.26E+18,WXMR2770,21-03-2011 16:18,Won,4314,Received a quote for my Credit Card.
4.26E+18,CJ7A5378,21-03-2011 16:29,Other,,The insurance claim for my Personal Loq was denied for a ridiculous reason.
4.26E+18,K1840321,21-03-2011 17:01,Other,,"I WAS PROMISED A CALL BACK FROM YOUR IN-PERSON BRANCH SUPPORT TEAM, BUT NOBODY EVER CALLED."
4.26E+18,5D8G0583,21-03-2011 17:14,Won,1646,I was approved for my Savings Account in minutes. Excellent service.
4.26E+18,6LTC7971,21-03-2011 17:35,Other,,THE OTP TO COMPLETE MY TRANSACTION ON THE CHATBOT NEVER ARRIVED.
4.26E+18,KVLK7991,21-03-2011 17:41,Other,,I have submitted my apjication for the Savings Account.
4.26E+18,NJ5N0530,21-03-2011 18:03,Other,,What are the international usage charges for my Credit Card?
4.26E+18,D97R9000,21-03-2011 18:04,Won,1314,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,AJAO9799,21-03-2011 18:10,Other,,SEAMLESS EXPERIENCE FROM START TO FINISH. 10/10.
4.26E+18,UT3H1048,21-03-2011 18:13,Other,,Can someone help me with my homewak?
4.26E+18,5D8G0583,21-03-2011 18:18,Other,,Customer service on your Phone Call was useless. They couldn't answer any of my questions.
4.26E+18,E6QO1826,21-03-2011 18:18,Other,,I was approved for my Credit Card in minutes. Excellent service.
4.26E+18,OP850978,21-03-2011 18:40,Other,,I was on hold for 45 minutes when I called your Chatbot. Terrible support.
4.26E+18,5HNF0001,21-03-2011 18:47,Other,,There are so many hidden fees! The Insurance costs way more than advertised.
4.26E+18,OBGW5155,21-03-2011 19:33,Other,,The weather today is very pleasant.
4.26E+18,E6QO1826,21-03-2011 19:38,Other,,The fine print in the Insurance agreement is predatory and confusing.
4.26E+18,MBU39988,21-03-2011 19:41,Other,,My new Insurance is now active.
4.26E+18,K11S7695,21-03-2011 19:43,Other,,The process on the In-Person Branch was incredibly smooth and fast!
4.26E+18,OBGW5155,21-03-2011 19:44,Other,,SEAMLESS EXPERIENCE FROM START TO FINISH. 10/10.
4.26E+18,OBGW5155,21-03-2011 19:46,Other,,"I WAS PROMISED A CALL BACK FROM YOUR WEBSITE SUPPORT TEAM, BUT NOBODY EVER CALLED."
4.26E+18,OBGW5155,21-03-2011 19:49,Other,,The interest rate on my Credit Card is fantastic. Better than I expected.
4.26E+18,235D9800,21-03-2011 20:08,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Savings Account.
4.26E+18,OBGW5155,21-03-2011 20:09,Other,,got my personal loan documents and welcome kit very quickly. super efficient!
4.26E+18,TA312240,21-03-2011 20:12,Other,,what are the international usage charges for my insurance?
4.26E+18,CJ7A5378,21-03-2011 20:17,Other,,"I WAS PROMISED A CALL BACK FROM YOUR IN-PERSON BRANCH SUPPORT TEAM, BUT NOBODY EVER CALLED."
4.26E+18,38Q19996,21-03-2011 20:26,Other,,THE FINE PRINT IN THE CREDIT CARD AGREEMENT IS PREDATORY AND CONFUSING.
4.26E+18,P6CX1638,21-03-2011 20:37,Other,,YOUR SO-CALLED '24/7' PHONE CALL SUPPORT IS CLEARLY NOT AVAILABLE AT NIGHT.
4.26E+18,GMWM3948,21-03-2011 20:49,Other,,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY PERSONAL LOAN.
4.26E+18,IW341848,21-03-2011 20:59,Other,,The KYC verification process for the Car Loan is a nightmare. It failed multiple times.
4.26E+18,OA4O5873,21-03-2011 21:01,Won,42613,I was approved for mypar Loan in minutes. Excellent service.
4.26E+18,0ULT2934,21-03-2011 21:03,Other,0,Everything was clear and transparent from the start. Very happy with the Credit Card.
4.26E+18,4JKG0124,21-03-2011 21:16,Other,,RECEIVED A QUOTE FOR MY CAR LOAN.
4.26E+18,YQJ66099,21-03-2011 21:17,Other,,The fine print in the Personal Loan agreement is predatory and confusing.
4.26E+18,4JKG0124,21-03-2011 21:21,Other,,i was on hold for 45 minutes when i called your chatbot. terrible support.
4.26E+18,4JKG0124,21-03-2011 21:22,Other,,Why does it take over two weeks to get a simple Insurance approved?
4.26E+18,9QTG9746,21-03-2011 21:24,Other,,The Mobile App is very user-friendly and easy to navigate. A great experience.
4.26E+18,LA9G4425,21-03-2011 21:36,Other,,THE FINE PRINT IN THE CREDIT CARD AGREEMENT IS PREDATORY AND CONFUSING.
4.26E+18,NTIO6541,21-03-2011 21:58,Other,,the staff i spoke to via mobile app were so helpful and patient.
4.26E+18,DWZP3324,21-03-2011 22:40,Other,,My application for a Insurance was rejected without any explanation. What a waste of time.
4.26E+18,W3UZ0700,21-03-2011 22:48,Other,,WHAT ARE THE INTERNATIONAL USAGE CHARGES FOR MY INSURANCE?
4.26E+18,9QTG9746,21-03-2011 22:53,Other,,Requesting more information about the Credit Card benefits.
4.26E+18,DWZP3324,21-03-2011 23:02,Other,,Why do I have to submit the same document three times for one Credit Card application?
4.26E+18,47ZA0123,21-03-2011 23:08,Won,3645,THE WEBSITE KEPT CRASHING WHEN I TRIED TO APPLY FOR A SAVINGS ACCOUNT.
4.26E+18,CFCW7579,21-03-2011 23:21,Other,,The Chatbot kept crashing when I tried to apply for a Personal Loan.
4.26E+18,9QTG9746,21-03-2011 23:51,Other,,Just confirming that my documents for the Car Loan were received.
4.26E+18,8IYB7591,21-03-2012 00:14,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,UVJV2866,21-03-2012 00:18,Other,,your website chatbot actually solved my problem without needing a human!
4.26E+18,BDY63207,21-03-2012 01:25,Other,,LEARN HOW TO TRIPLE YOUR INCOME WITH MY NEW BOOK!
4.26E+18,CFCW7579,21-03-2012 01:32,Other,,Subscribe to my YouTube channel for daily vlogs!
4.26E+18,O2YT5110,21-03-2012 01:50,Other,,Love the benefits offered with my new Car Loan. Highly recommend.
4.26E+18,9Q6T5601,21-03-2012 02:05,Other,,WHY DO I HAVE TO SUBMIT THE SAME DOCUMENT THREE TIMES FOR ONE CAR LOAN APPLICATION?
4.26E+18,9Q6T5601,21-03-2012 02:09,Other,,why do i have to submit the same document three times for one insurance application?
4.26E+18,05ZW5372,21-03-2012 02:32,Other,,YOUR SO-CALLED '24/7' IN-PERSON BRANCH SUPPORT IS CLEARLY NOT AVAILABLE AT NIGHT.
4.26E+18,4JDX7526,21-03-2012 02:38,Other,,Why does it take over two weeks to get a simple Personal Loan approved?
4.26E+18,LW520507,21-03-2012 06:46,Other,,Trying to understand the terms and conditions for the Savings Account.
4.26E+18,IW2R1455,21-03-2012 08:23,Other,,Just confirming that my documents for the Savings Account were received.
4.26E+18,W5DN2819,21-03-2012 08:30,Other,,is there an annual fee for this insurance?
4.26E+18,XIDO1783,21-03-2012 09:09,Other,,The Phone Call is very user-friendly and easy to navigate. A great experience.
4.26E+18,TAG83757,21-03-2012 09:50,Other,,The Chatbot kept crashing when I tried to apply for a Credit Card.
4.26E+18,CVX14473,21-03-2012 09:51,Won,2445,What are the international zage charges for my Insurance?
4.26E+18,L74W5546,21-03-2012 10:49,Other,,Got my Car Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,OL9D3421,21-03-2012 10:59,Other,,Got my Personal Loan documents and welcome kit very quickj. Super efficient!
4.26E+18,JNGA7051,21-03-2012 11:42,Other,,Great deals on holiday packages! Visit my website.
4.26E+18,JNGA7051,21-03-2012 11:43,Other,,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,IVIP3661,21-03-2012 11:46,Won,32804,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,B8523533,21-03-2012 12:03,Other,,Inquiry about the status of my Personal Loan application.
4.26E+18,15677007,21-03-2012 12:04,Other,,There are so many hidden fees! The Car Loan costs way more than advertised.
4.26E+18,6HO64943,21-03-2012 12:05,Won,887,Received a quote for my Car Loan.
4.26E+18,6HO64943,21-03-2012 12:07,Won,14617,I was approved for my Insurance in minutes. Excellent service.
4.26E+18,QVYN7175,21-03-2012 12:18,Other,,WHAT ARE THE INTERNATIONAL USAGE CHARGES FOR MY INSURANCE?
4.26E+18,XYQG0961,21-03-2012 12:21,Won,7240,Just confirming that my documents for the Savings Account were received.
4.26E+18,PS265194,21-03-2012 12:24,Other,,There are so many hidden fees! The Savings Account costs way more than advertised.
4.26E+18,F0N25416,21-03-2012 12:27,Other,,Subscribe to my YouTube channel for daily vlogs!
4.26E+18,PS265194,21-03-2012 12:34,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,2SZV0153,21-03-2012 12:34,Other,,your so-called '24/7' chatbot support is clearly not available at night.
4.26E+18,AJAO9799,21-03-2012 12:36,Other,,The process on the Website was incredibly smooth and fast!
4.26E+18,PS265194,21-03-2012 12:44,Other,,The agent at the Website went above and beyond to help me with my Credit Card.
4.26E+18,TAG83757,21-03-2012 12:59,Other,,Can someone help me with my homework?
4.26E+18,D0JQ3101,21-03-2012 13:11,Won,1276,Requesting more information about the Credit Card benefits.
